Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1129,716,H,CentralMichigan,42,49,91,1,1,-115,1
1129,717,V,Hofstra,39,49,88,147.5,148,-110,78.5
1129,718,H,Columbia,33,53,86,2.5,pk,-110,1.5
1129,719,V,Villanova,44,38,82,16,14,-1800,4
1129,720,H,Pennsylvania,25,32,57,137.5,137.5,950,72
1129,721,V,TennesseeChat,41,27,68,2.5,5.5,-240,72.5
1129,722,H,CoastalCarolina,23,29,52,139,137.5,200,1.5
1129,723,V,GeorgiaTech,28,32,60,141,146.5,240,76
1129,724,H,PennState,30,37,67,6,6.5,-280,3.5
1129,725,V,Princeton,39,31,70,136.5,137.5,200,75.5
1129,726,H,VaCommonwealth,39,42,81,5.5,5.5,-240,4
1129,727,V,Syracuse,39,21,60,121.5,123.5,240,68
1129,728,H,Wisconsin,43,34,77,4.5,6.5,-280,2.5
1129,729,V,RhodeIsland,30,32,62,2,2,-130,2
1129,730,H,Valparaiso,31,34,65,138,137,110,73
1129,731,V,UTArlington,30,42,72,141.5,141,280,74
1129,732,H,Texas,27,34,61,7,7.5,-340,6
1129,733,V,HoustonU,38,27,65,3,4.5,-200,3
1129,734,H,LSU,39,45,84,147,151.5,175,80.5
1129,735,V,LongBeachState,25,36,61,149,149.5,9000,78
1129,736,H,Kansas,48,43,91,24.5,25.5,-25000,10
1129,737,V,Buffalo,39,33,72,157,155,NL,82.5
1129,738,H,Creighton,41,52,93,19,19.5,NL,10.5
1129,739,V,NCState,33,41,74,1,148,110,77
1129,740,H,Illinois,32,56,88,150.5,2,-130,2
1129,741,V,Iowa,39,39,78,158.5,154.5,500,81
1129,742,H,NotreDame,41,51,92,9.5,11.5,-700,6.5
1129,743,V,MichiganState,35,34,69,147.5,145,750,77
1129,744,H,Duke,35,43,78,10.5,13.5,-1200,7.5
1129,745,V,Pacific,26,41,67,142,145.5,400,75
1129,746,H,Nevada,31,46,77,10.5,9,-500,3.5
1129,747,V,NDakotaSt,22,33,55,135,133,1300,70.5
1129,748,H,Xavier,43,42,85,16,17,-2150,5.5
1129,749,V,Davidson,41,37,78,3.5,4,-180,74.5
1129,750,H,Mercer,27,30,57,134,139,160,1
1129,751,V,Samford,39,29,68,138.5,140.5,125,76
1129,752,H,SaintLouis,28,36,64,1,2.5,-145,4.5
1129,753,V,MurrayState,37,40,85,147.5,146,125,77.5
1129,754,H,SoIllinois,40,37,89,1,2.5,-145,1
1129,755,V,FlaAtlantic,38,43,81,148,145.5,175,75.5
1129,756,H,TennMartin,31,51,82,4.5,4.5,-200,4.5
1129,757,V,Bradley,41,31,87,139,138,185,75
1129,758,H,EasternIllinois,37,35,83,5,5,-215,4.5
1129,759,V,No.Colorado,34,32,66,144,146,2750,76
1129,760,H,Oklahoma,40,47,87,25,22.5,-6000,11
1129,761,V,TennesseeState,22,37,59,136.5,136.5,260,1
1129,762,H,Vanderbilt,43,40,83,6.5,7,-310,73.5
1129,763,V,SanJoseState,30,28,58,137,135,240,71
1129,764,H,IdahoU,26,23,49,7,6.5,-280,5.5
1129,765,V,GeoWashington,37,40,77,138,137.5,145,73.5
1129,766,H,Harvard,33,41,74,3.5,3.5,-165,3
1129,767,V,DelawareState,38,41,79,143.5,143.5,3250,74.5
1129,768,H,St.Johns,34,38,72,21,22.5,-7500,14
1129,769,V,CharlestonSou,15,31,46,130.5,126.5,1100,66
1129,770,H,Alabama,40,36,76,16,16,-2500,4.5
1130,521,V,EasternMichigan,39,48,87,154.5,9,-475,4.5
1130,522,H,DetroitU,35,26,61,7.5,160.5,380,84
1130,523,V,Northeastern,44,33,77,2.5,3,-171,1
1130,524,H,Cornell,40,40,80,140.5,139.5,151,77.5
1130,525,V,JamesMadison,35,21,56,152.5,149.5,230,78
1130,526,H,CharlotteU,29,36,65,5.5,7,-290,6
1130,527,V,Dartmouth,22,25,47,127,129,NL,67
1130,528,H,OldDominion,33,26,59,15,15.5,NL,6
1130,529,V,FloridaIntl,30,37,81,138,138.5,345,73.5
1130,530,H,Elon,34,33,84,10.5,8.5,-425,4
1130,531,V,Rutgers,28,33,61,130,130,NL,69
1130,532,H,MiamiFlorida,34,39,73,17,14.5,NL,6
1130,533,V,VirginiaTech,30,43,73,135,139.5,235,73.5
1130,534,H,Michigan,39,31,70,4,6,-285,1.5
1130,535,V,Purdue,19,45,64,140.5,139.5,225,1
1130,536,H,Louisville,33,38,71,6,6,-280,70
1130,537,V,Ohio,38,50,88,1,2.5,-144,2
1130,538,H,Marshall,42,56,98,161,168,124,89.5
1130,539,V,WrightState,33,41,74,141.5,139,380,76
1130,540,H,GeorgiaState,41,40,81,8,9,-475,3
1130,541,V,NCWilmington,51,46,97,6.5,6,-265,79.5
1130,542,H,WesternMichigan,32,60,92,144,145.5,215,1
1130,543,V,WashingtonU,29,42,71,160.5,159.5,230,81
1130,544,H,TCU,32,54,86,7,7,-290,3.5
1130,545,V,Temple,34,44,78,140,137.5,104,72.5
1130,546,H,St.Josephs,31,41,72,1,1.5,-124,1
1130,547,V,NoIllinois,26,26,52,135,135,200,69
1130,548,H,IndianaState,24,39,63,5,5.5,-240,4.5
1130,549,V,SouthAlabama,37,41,78,3.5,5,-210,1.5
1130,550,H,SouthernMiss,32,23,55,133,130.5,180,72.5
1130,551,V,GeorgeMason,24,30,54,126,125.5,802,65.5
1130,552,H,NorthernIowa,28,22,50,14.5,13.5,-1306,7
1130,553,V,MiddleTennSt,48,29,77,146.5,146.5,220,77
1130,554,H,Mississippi,19,43,62,5.5,6,-270,8
1130,555,V,WiscGreenBay,29,32,61,145,146.5,900,76.5
1130,556,H,KansasState,37,43,80,14,16,-1400,7
1130,557,V,ClevelandState,17,34,51,137,138.5,225,0.5
1130,558,H,ArkansasState,32,46,78,6.5,7,-275,70
1130,559,V,Drake,38,37,75,129,132,305,73
1130,560,H,Depaul,29,48,77,9.5,8.5,-375,7
1130,561,V,Nebraska,31,27,58,139,137.5,460,72
1130,562,H,Clemson,27,33,60,10,10.5,-600,8
1130,563,V,SMU,24,38,62,5.5,5.5,-239,7.5
1130,564,H,BoiseState,44,27,71,137.5,138.5,199,75.5
1130,565,V,UtahState,31,32,63,166,165,380,84
1130,566,H,BYU,37,40,77,9,9,-475,4
1130,567,V,ColoradoState,30,42,72,139,138.5,800,73
1130,568,H,Colorado,27,31,58,15,13.5,-1200,9
1130,569,V,NorthCarolina,29,38,67,4.5,5.5,-240,7
1130,570,H,IndianaU,41,35,76,161,165,200,85.5
1130,571,V,OhioState,36,25,61,120.5,121,550,66
1130,572,H,Virginia,24,39,63,10.5,12,-750,9
1130,573,V,LouisianaTech,29,28,59,138,137.5,500,73.5
1130,574,H,California,31,26,68,13,11,-650,6.5
1130,575,V,USC,43,33,76,15.5,17,NL,7
1130,576,H,SanDiego,31,24,55,136,139,NL,76.5
1130,577,V,CalIrvine,31,27,58,126,126,145,68.5
1130,578,H,SantaClara,29,26,55,1,3,-166,3.5
1130,579,V,SaintMarysCA,26,40,66,2.5,4.5,-185,4
1130,580,H,Stanford,30,21,51,126.5,127.5,165,68.5
1130,581,V,CalRiverside,27,29,56,153.5,156.5,NL,81.5
1130,582,H,UCLA,42,56,98,25,24.5,NL,11
1130,583,V,NorthernKentucky,37,47,84,141,139,325,74
1130,584,H,MoreheadState,39,40,79,6.5,8.5,-400,4.5
1130,585,V,IUPUI,29,34,63,141,139,475,76.5
1130,586,H,IllinoisState,44,33,77,11,11,-625,3
1130,587,V,IPFW,47,56,103,5.5,6.5,-295,2
1130,588,H,AustinPeay,37,62,99,149.5,151.5,235,83.5
1130,589,V,Siena,34,40,74,154,153,430,82
1130,590,H,St.Bonaventure,39,42,81,7,10,-550,5
1130,591,V,WesternKentucky,24,35,59,149,1,-115,2.5
1130,592,H,EasternKentucky,35,43,78,1,149,-105,76
1130,593,V,WesternCarolina,18,26,44,144,143,NL,71.5
1130,594,H,Marquette,56,34,90,25,26,NL,7.5
1130,595,V,DenverU,30,40,70,145,143,250,77.5
1130,596,H,Wyoming,46,36,82,7,7,-310,0.5
1130,597,V,UNLV,40,49,89,9.5,8,-380,3
1130,598,H,SouthernUtah,34,47,81,151.5,156.5,310,84
1130,599,V,NebraskaOmaha,37,46,83,3.5,4,-177,82
1130,600,H,CSFullerton,23,50,73,155,158.5,157,2
1130,601,V,NewHampshire,23,39,62,123,124,700,68.5
1130,602,H,Providence,39,37,76,12,12,-1000,4
1130,603,V,TexasSouthern,26,37,63,135,135,919,74
1130,604,H,Arizona,45,40,85,17,15,-1350,4.5
1201,713,V,Columbia,37,34,71,151,148,900,80.5
1201,714,H,SetonHall,47,48,95,17,15,-1600,6
1201,715,V,SouthFlorida,43,37,80,136.5,137,220,73.5
1201,716,H,Troy,25,49,74,3.5,6,-260,8
1201,717,V,OregonState,19,38,57,132.5,125.5,330,67.5
1201,718,H,MississippiSt,45,29,74,8,8.5,-400,0.5
1201,719,V,Cincinnati,25,25,55,139.5,141,220,72
1201,720,H,IowaState,24,26,54,5,6.5,-260,4.5
1201,721,V,TexSanAntonio,19,28,47,138,137.5,320,72
1201,722,H,CalPolySLO,33,26,59,7,8,-380,1
1201,723,V,OralRoberts,31,33,64,154,153,800,82.5
1201,724,H,Oakland,50,42,92,14.5,14.5,-1400,4
1201,725,V,Fairfield,42,34,76,140,144.5,145,78.5
1201,726,H,Rider,35,32,67,3,3.5,-165,3.5
1201,727,V,MontanaState,35,49,84,147.5,145.5,NL,78.5
1201,728,H,UtahU,47,45,92,15.5,17,NL,6.5
1201,729,V,SacramentoState,32,26,58,141.5,141.5,425,75
1201,730,H,Pacific,31,43,74,11,10,-550,6
1201,731,V,Monmouth,45,46,91,9.5,11.5,-1000,3.5
1201,732,H,Quinnipiac,34,38,72,151,152.5,650,82.5
1201,733,V,StephenF.Austin,28,34,62,150.5,154,NL,76
1201,734,H,Arkansas,34,44,78,12,19,NL,10
1202,519,V,Duquesne,29,35,64,149,147,900,73
1202,520,H,Pittsburgh,30,25,55,14.5,14,-1600,8.5
1202,521,V,St.Johns,51,44,95,4.5,5.5,-220,79
1202,522,H,Tulane,32,43,75,146.5,145,190,1
1202,523,V,Alabama,38,30,68,126,128.5,145,70
1202,524,H,Texas,26,51,77,4.5,3,-165,4.5
1202,525,V,Canisius,32,45,77,142.5,145,175,1
1202,526,H,Manhattan,46,30,76,4,4.5,-200,78.5
1202,527,V,Niagara,28,38,66,147.5,144.5,300,74
1202,528,H,Marist,33,39,72,6.5,8,-360,3.5
1202,529,V,SIUEdwardsville,21,39,60,146,150,5000,76.5
1202,530,H,IndianaU,43,40,83,26,25,-12500,10
1202,533,V,Iona,40,39,79,1.5,1,-120,77
1202,534,H,St.Peter's,36,29,65,139,140.5,100,pk
1203,719,V,SouthFlorida,35,32,67,142,141.5,425,73
1203,720,H,GeoWashington,32,36,68,10.5,9.5,-550,7
1203,721,V,WakeForest,32,43,75,1,1,-120,1
1203,722,H,Richmond,30,37,67,151.5,155.5,100,80.5
1203,723,V,Depaul,18,46,64,135.5,135.5,800,73
1203,724,H,Northwestern,54,26,80,14,13.5,-1400,2.5
1203,725,V,UCLA,49,48,97,172.5,175.5,550,94
1203,726,H,Kentucky,45,47,92,8.5,11,-800,8.5
1203,727,V,Dartmouth,33,37,70,141.5,139.5,320,76
1203,728,H,BostonCollege,41,47,88,6.5,8,-380,2.5
1203,729,V,CentralFlorida,28,37,65,2.5,4,-190,3
1203,730,H,Massachusetts,29,33,62,141,139.5,170,73
1203,731,V,MemphisU,37,40,77,1,153.5,165,0.5
1203,732,H,Mississippi,47,38,85,157,4,-185,84
1203,733,V,St.Josephs,31,26,57,136.5,136.5,1300,75
1203,734,H,Villanova,44,44,88,20,17,-2150,6
1203,735,V,Fordham,25,27,52,132,130.5,160,69
1203,736,H,Harvard,29,35,64,6,4,-180,1.5
1203,737,V,WestVirginia,24,42,66,131.5,129.5,330,66
1203,738,H,Virginia,25,32,57,7.5,8,-400,4.5
1203,739,V,Rice,31,53,84,146,143.5,600,76
1203,740,H,TexasTech,34,51,85,12.5,12,-900,6
1203,741,V,OregonState,28,38,66,147,141,250,74
1203,742,H,CharlotteU,34,35,69,8,6.5,-300,2
1203,743,V,OldDominion,32,28,60,122.5,123.5,120,64
1203,744,H,Towson,25,33,58,1,2.5,-140,2.5
1203,745,V,FresnoState,41,28,78,2,134,100,73
1203,746,H,Drake,29,40,76,130.5,1,-120,3.5
1203,747,V,Pennsylvania,22,40,62,140,140.5,400,74
1203,748,H,Temple,31,39,70,8.5,9,-500,3
1203,749,V,WesternKentucky,30,26,56,135.5,135,290,73.5
1203,750,H,Missouri,33,26,59,7.5,7.5,-350,4
1203,751,V,UTArlington,34,43,77,12,13,-1100,5.5
1203,752,H,NorthTexas,30,31,61,146,146,700,77
1203,753,V,Xavier,34,27,61,139.5,135.5,175,74
1203,754,H,Baylor,31,45,76,4.5,4.5,-200,4
1203,755,V,Stanford,35,39,74,137.5,136.5,NL,76
1203,756,H,Kansas,43,46,89,16,17.5,NL,8
1203,757,V,MiddleTennSt,31,36,67,3,3,-160,1
1203,758,H,SouthAlabama,24,31,55,135,133.5,140,70
1203,759,V,SanDiegoState,33,26,59,5,6,-260,4
1203,760,H,LoyolaChicago,35,30,65,130,130,220,70.5
1203,761,V,Tulsa,31,31,62,137.5,134.5,200,74.5
1203,762,H,ArkansasLR,45,27,72,5,5.5,-240,pk
1203,763,V,Buffalo,35,49,84,153,150,475,81
1203,764,H,St.Bonaventure,48,42,90,9.5,10.5,-650,2.5
1203,765,V,RhodeIsland,35,25,60,129,3.5,-170,1
1203,766,H,Providence,29,34,63,pk,129.5,150,70
1203,767,V,WichitaState,34,48,82,9.5,10.5,-600,5.5
1203,768,H,ColoradoState,31,36,67,134,135,450,73
1203,769,V,BoiseState,32,35,67,129,132.5,100,70.5
1203,770,H,Evansville,30,42,72,pk,1,-120,0.5
1203,771,V,WrightState,26,24,50,146,147.5,425,77
1203,772,H,PennState,29,43,72,9,9.5,-550,5
1203,773,V,NorthernIowa,28,45,73,3,2,-135,1.5
1203,774,H,Wyoming,28,53,81,127.5,128,115,67.5
1203,775,V,Oklahoma,40,30,70,135.5,133,370,73.5
1203,776,H,Wisconsin,37,53,90,8.5,8.5,-440,6.5
1203,777,V,ArkansasState,29,25,54,141,141,850,74
1203,778,H,TCU,30,47,77,12.5,14,-1500,8
1203,779,V,GeorgiaTech,25,33,58,148,143,190,2
1203,780,H,Tennessee,42,39,81,6,5,-220,75.5
1203,781,V,WiscGreenBay,30,36,78,161,164.5,230,85
1203,782,H,Toledo,36,30,77,5,6,-270,1
1203,783,V,Hofstra,37,51,88,1,146.5,100,77.5
1203,784,H,FlaAtlantic,31,49,80,147,1,-120,2
1203,785,V,OklahomaState,43,27,70,161.5,1,-120,84
1203,786,H,Maryland,35,36,71,2.5,157.5,100,2
1203,787,V,Akron,30,40,70,156.5,160.5,700,82.5
1203,788,H,Creighton,37,45,82,14,12.5,-1100,5
1203,789,V,UNLV,32,41,73,152.5,151.5,250,0.5
1203,790,H,ArizonaState,51,46,97,5,7,-300,83.5
1203,791,V,NewMexico,45,29,74,141,140.5,250,77
1203,792,H,IllinoisState,42,37,79,8,7.5,-300,5.5
1203,793,V,Nevada,46,45,91,7,6.5,-280,77
1203,794,H,Bradley,26,43,69,140,142.5,240,1
1203,795,V,KansasState,41,43,84,12,13,-1100,4
1203,796,H,SaintLouis,22,31,53,132.5,135,700,72
1203,797,V,Vanderbilt,25,27,52,145,140.5,120,73
1203,798,H,MinnesotaU,24,32,56,2.5,2.5,-140,1.5
1203,799,V,Auburn,33,41,74,154.5,154,155,81
1203,800,H,UAB,37,33,70,4,4,-175,1
1203,801,V,IndianaState,21,41,62,138,139.5,185,0.5
1203,802,H,UtahState,35,26,61,5.5,5,-215,72
1203,805,V,Pacific,40,37,77,4,4,-185,75.5
1203,806,H,CSFullerton,29,49,78,145,142.5,165,0.5
1203,807,V,Colorado,28,48,76,3.5,5,-215,4.5
1203,808,H,PortlandU,30,33,63,150,153,185,78.5
1203,809,N,VaCommonwealth,21,25,46,6,6,-270,6
1203,810,N,Illinois,31,33,64,142,140,230,72
1203,811,V,Wofford,24,33,57,127,131.5,1875,71
1203,812,H,MiamiFlorida,36,38,74,17.5,19,-3750,7.5
1203,813,N,Gonzaga,38,31,69,5,5,-220,73
1203,814,N,Arizona,26,36,62,141,140,190,1
1203,815,V,BYU,32,52,84,169,167.5,220,87
1203,816,H,USC,39,52,91,6,6,-260,1.5
1203,817,V,Fairfield,32,41,73,151,153,400,81
1203,818,H,Siena,42,38,80,7.5,9,-500,3
1203,819,V,NebraskaOmaha,53,45,98,171.5,171.5,500,91.5
1203,820,H,Iowa,47,42,89,9,11,-700,8.5
1203,821,V,IUPUI,29,44,73,151.5,146.5,200,77
1203,822,H,BallState,36,26,62,6,5.5,-240,2
1203,823,V,MoreheadState,25,31,56,143,139.5,2250,72.5
1203,824,H,Purdue,47,43,90,20,19.5,-4500,6
1203,825,V,MiamiOhio,28,43,71,148.5,154,550,83
1203,826,H,IPFW,44,43,87,11.5,12,-800,3
1203,827,V,SouthernUtah,24,44,68,168.5,169,1875,84
1203,828,H,Oakland,38,40,78,18.5,19,-3750,7
1203,829,V,WesternCarolina,31,27,58,138,135.5,415,72.5
1203,830,H,AppalachianSt,30,23,53,9.5,10,-525,6.5
1203,831,V,Marshall,38,42,80,2.5,3,-165,2.5
1203,832,H,EasternKentucky,39,50,89,170.5,171,145,88
1203,833,V,AustinPeay,31,31,62,159.5,162,2750,83.5
1203,834,H,Arkansas,41,58,99,20,23,-6000,11
1203,835,V,ULMonroe,21,31,52,135.5,136,800,72
1203,836,H,TennesseeChat,42,37,79,14,14,-1250,4
1203,837,V,IdahoState,43,33,76,165,165,315,86
1203,838,H,CSNorthridge,38,41,79,7,8,-380,7
1203,839,V,Mercer,34,34,68,128.5,128,125,70.5
1203,840,H,GeorgeMason,35,44,79,2.5,2.5,-145,1
1203,841,V,OralRoberts,33,43,76,140,140.5,NL,76.5
1203,842,H,MichiganState,34,46,80,21,21.5,NL,12.5
1203,843,V,DetroitU,41,35,76,158.5,160,850,85
1203,844,H,MurrayState,38,48,86,14.5,15,-1500,10
1203,845,V,Belmont,47,38,85,2,4,-175,80
1203,846,H,Pepperdine,34,43,77,153.5,151.5,155,1
1203,847,V,SouthDakota,31,30,61,137.5,136,800,74.5
1203,848,H,Nebraska,45,28,73,13,13.5,-1400,4
1203,849,V,WiscMilwaukee,38,31,69,131,130,350,73
1203,850,H,Montana,37,38,75,9,8.5,-420,5.5
1203,851,V,DenverU,32,25,57,137.5,136.5,375,72.5
1203,852,H,WeberState,32,23,55,8.5,9,-450,5.5
1203,853,V,SanDiego,33,47,80,133.5,136.5,140,72
1203,854,H,NorthernArizona,27,38,65,1.5,3,-160,3.5
1203,855,V,UCDavis,27,39,66,131,134,250,68
1203,856,H,IdahoU,26,42,68,6,6.5,-300,4.5
1203,857,V,SantaClara,26,14,40,136,136,115,69.5
1203,858,H,SanJoseState,28,27,55,4.5,2,-135,pk
1203,859,V,MissouriSt,32,38,70,1.5,3.5,-170,4.5
1203,860,H,AirForce,41,42,83,143,141.5,150,76.5
1203,861,V,CentralArkansas,28,30,58,149,148,NL,76
1203,862,H,Butler,40,42,82,29,30,NL,14
1203,863,V,AlcornState,25,34,59,130.5,130.5,6000,72
1203,864,H,California,44,39,83,26.5,25,-15000,10
1203,865,V,Maine,32,23,55,155,147,NL,77
1203,866,H,Duke,46,48,94,37,37,NL,16.5
1203,867,V,SavannahState,35,24,59,162,164.5,NL,87
1203,868,H,Oregon,58,70,128,34,35.5,NL,13.5
1204,509,V,FloridaIntl,22,32,54,126,127,NL,67
1204,510,H,SouthCarolina,36,34,70,21.5,20,NL,8
1204,511,V,Davidson,39,22,61,4,5,-205,0.5
1204,512,H,CollCharleston,30,46,76,128,130.5,175,72
1204,513,V,Marquette,46,43,89,145.5,149,140,82
1204,514,H,Georgia,43,36,79,3,3.5,-160,3
1204,515,V,GeorgiaState,36,24,60,133.5,136.5,140,1
1204,516,H,MississippiSt,44,38,82,2,3,-160,75
1204,517,V,BowlingGreen,24,32,56,129,130.5,NL,70.5
1204,518,H,Cincinnati,41,44,85,20.5,20,NL,8
1204,519,V,Elon,36,38,74,152.5,156,405,83
1204,520,H,Georgetown,36,41,77,8.5,10,-525,6.5
1204,521,V,FloridaState,35,32,67,9.5,10,-550,4
1204,522,H,GeoWashington,19,29,48,152.5,151.5,430,74
1204,523,V,Niagara,40,34,74,147.5,150.5,NL,80
1204,524,H,Iona,28,30,58,15,16.5,NL,12
1204,525,V,Manhattan,26,44,70,134.5,136.5,275,74.5
1204,526,H,St.Peter's,38,46,84,7.5,7.5,-340,1.5
1204,527,V,Marist,25,38,63,153,156,125,2.5
1204,528,H,Quinnipiac,42,35,77,2,2.5,-145,81
1204,529,V,Canisius,45,43,88,143,150,NL,83
1204,530,H,Monmouth,49,45,94,14.5,16.5,NL,8
1204,531,V,EasternIllinois,41,49,90,151.5,155.5,170,82.5
1204,532,H,IllinoisChicago,30,46,76,3.5,4.5,-200,5
1204,533,V,JacksonvilleSt,38,39,77,135,136,175,74
1204,534,H,Samford,45,36,81,5.5,5,-205,1
1204,535,V,SEMissouriSt,26,29,55,148,150.5,NL,79
1204,536,H,IndianaU,39,44,83,27,24,NL,10.5
1205,723,V,CSNorthridge,36,34,70,169,159.5,450,82.5
1205,724,H,St.Johns,40,36,76,12,10,-600,4.5
1205,725,V,Connecticut,21,31,52,130.5,129,320,67
1205,726,H,Syracuse,23,27,50,8.5,7.5,-380,4
1205,727,V,BoiseState,49,31,80,137.5,135.5,105,76.5
1205,728,H,LoyolaMarymount,42,37,79,pk,1.5,-125,2
1205,729,V,Siena,44,25,69,4.5,4.5,-210,4
1205,730,H,Rider,43,28,71,151,152.5,180,82
1205,731,V,NebraskaOmaha,22,25,47,157,160,1500,82.5
1205,732,H,IowaState,48,43,91,17,18,-3000,5.5
1205,733,V,WiscMilwaukee,44,39,83,145,143.5,290,79
1205,734,H,MontanaState,38,40,78,9,7.5,-350,5.5
1205,735,V,Stetson,28,40,68,174.5,169.5,NL,82.5
1205,736,H,Iowa,44,51,95,17,20.5,NL,7.5
1206,513,V,St.Bonaventure,48,33,81,4.5,5.5,-240,0.5
1206,514,H,Hofstra,36,39,75,157.5,154.5,200,87
1206,515,V,SouthernMiss,26,23,49,145,137.5,4000,73.5
1206,516,H,FloridaState,48,50,98,27,24.5,-10000,9
1206,517,V,LaSalle,36,43,79,148,143.5,1300,76.5
1206,518,H,Villanova,40,49,89,17,17.5,-2150,9
1206,519,V,YoungstownState,30,27,57,156,154.5,1625,79.5
1206,520,H,MichiganState,37,40,77,16.5,18,-3250,9
1206,521,V,WiscGreenBay,41,56,97,166,173,175,92
1206,522,H,CentralMichigan,50,57,107,5.5,4.5,-200,pk
1206,523,V,Bradley,23,40,63,146,142,330,71.5
1206,524,H,BallState,34,46,80,8.5,8.5,-400,2
1206,525,V,Northeastern,27,53,80,136,136.5,125,2.5
1206,526,H,Harvard,40,46,86,5.5,2.5,-145,74
1206,527,V,OldDominion,17,22,39,118,120,320,63.5
1206,528,H,RhodeIsland,31,20,51,10,7.5,-380,1
1206,529,V,EastCarolina,20,33,53,115.5,114.5,2500,62.5
1206,530,H,Virginia,42,34,76,20,20.5,-5000,7
1206,531,V,CharlotteU,27,47,74,163.5,165,850,84.5
1206,532,H,WakeForest,45,46,91,14,14,-1500,4
1206,533,V,FlaAtlantic,31,40,79,140,136,2125,72
1206,534,H,OhioState,32,39,77,20.5,20.5,-4250,11.5
1206,535,V,Brown,18,39,57,145.5,139.5,750,75
1206,536,H,Providence,50,45,95,15,13.5,-1200,2
1206,537,V,FresnoState,28,53,81,152.5,154,1750,81.5
1206,538,H,Marquette,47,37,84,17,19.5,-3500,6.5
1206,539,V,BowlingGreen,29,37,66,133,134.5,220,72.5
1206,540,H,Evansville,38,31,69,6,6.5,-260,1
1206,541,V,HoustonU,35,37,72,150,154,200,81
1206,542,H,Arkansas,34,50,84,5,5.5,-240,4
1206,543,V,MiamiOhio,25,30,55,137,140.5,500,73.5
1206,544,H,Missouri,26,55,81,9.5,10.5,-700,6.5
1206,545,V,SaintLouis,9,36,45,136.5,135.5,6500,69.5
1206,546,H,WichitaState,36,39,75,27,26,-16500,9.5
1206,547,V,Texas,28,22,50,129,131,425,69
1206,548,H,Michigan,31,22,53,10.5,10,-550,5
1206,549,V,CalIrvine,23,34,57,127.5,122,1100,66.5
1206,550,H,Arizona,39,40,79,17,15,-2500,5
1206,551,N,Princeton,20,31,51,133.5,1,-120,68.5
1206,552,N,California,18,44,62,pk,134.5,100,0.5
1206,553,V,SetonHall,33,35,68,11,11.5,-800,5
1206,554,H,Hawaii,25,32,57,143.5,139.5,550,73
1206,555,N,Purdue,47,50,97,11.5,11.5,-800,1.5
1206,556,N,ArizonaState,21,43,64,157.5,156.5,550,81.5
1206,557,N,Florida,31,43,74,145,147,275,78.5
1206,558,N,Duke,41,43,84,5.5,7.5,-335,2
1206,559,V,Marshall,41,44,85,158,163.5,650,85.5
1206,560,H,TennesseeChat,33,63,96,9,13,-1000,9.5
1206,561,V,IUPUI,42,35,77,140.5,142.5,650,77.5
1206,562,H,Illinois,41,44,85,12,12.5,-1000,7.5
1206,563,V,IPFW,23,49,72,155,155,750,79
1206,564,H,NotreDame,41,46,87,14,13.5,-1200,4
1206,567,V,NJIT,35,33,68,142.5,141.5,1500,77
1206,568,H,MinnesotaU,37,37,74,16,18,-3000,9.5
1206,569,V,UtahValley,36,44,80,164,163.5,1200,85
1206,570,H,UtahU,41,46,87,16,16,-3000,8
1207,721,V,Butler,28,43,71,9,9.5,-550,7.5
1207,722,H,IndianaState,32,40,72,134,136.5,425,71.5
1207,723,V,SoIllinois,26,25,51,136,136.5,2500,72.5
1207,724,H,Louisville,37,37,74,22,21.5,-5000,9
1207,725,V,WesternMichigan,31,31,62,1.5,2.5,-145,2.5
1207,726,H,ClevelandState,37,48,85,147,145,125,77.5
1207,727,V,Harvard,46,28,74,1.5,1.5,-125,76
1207,728,H,BostonCollege,30,36,66,135.5,138,105,3
1207,729,V,Buffalo,37,42,79,148.5,148.5,700,80.5
1207,730,H,Pittsburgh,49,35,84,13,12.5,-1100,3.5
1207,731,V,GeorgeMason,37,48,85,141.5,140,400,76
1207,732,H,PennState,38,28,66,9,9,-500,5.5
1207,733,V,GeorgiaTech,36,34,76,132,134,900,74
1207,734,H,VaCommonwealth,28,42,73,13.5,15,-1600,11
1207,735,V,DetroitU,30,35,65,158,160,800,81.5
1207,736,H,Toledo,27,46,73,13,13.5,-1400,9
1207,737,V,GeoWashington,31,35,66,138,137,400,72
1207,738,H,Temple,25,38,63,8,9,-500,9
1207,739,V,TCU,28,31,59,131.5,134.5,125,71.5
1207,740,H,SMU,33,41,74,4.5,2.5,-145,0.5
1207,741,V,IllinoisState,36,32,68,3,4,-180,1
1207,742,H,Tulsa,32,38,70,140,139,160,75.5
1207,743,V,WrightState,28,36,64,141,139,300,73.5
1207,744,H,LoyolaChicago,37,40,77,7.5,8,-360,2.5
1207,745,V,Creighton,31,46,77,6,4.5,-200,2.5
1207,746,H,Nebraska,30,32,62,147.5,147,175,76.5
1207,747,V,Xavier,31,35,66,1,1.5,-125,74.5
1207,748,H,Colorado,28,40,68,145.5,144,105,pk
1207,749,V,Valparaiso,24,39,63,153.5,156.5,NL,81.5
1207,750,H,Kentucky,45,42,87,18.5,20,NL,7
1207,751,V,UTEP,39,38,77,141,138,550,77
1207,752,H,NewMexico,47,31,78,12.5,11.5,-800,4.5
1207,753,V,Davidson,32,42,74,156,159,1000,85.5
1207,754,H,NorthCarolina,42,41,83,15.5,16,-2000,7
