Mitch Richmond*,1965,FL,Fort Lauderdale
David Rivers,1965,NJ,Jersey City
Rob Rose,1964,NY,Rochester
Jim Rowinski,1961,NY,Long Island
Charles Shackleford,1966,NC,Kinston
John Shasky,1964,MI,Birmingham
Keith Smart,1964,LA,Baton Rouge
Charles Smith,1965,CT,Bridgeport
John Starks,1965,OK,Tulsa
Everette Stephens,1966,IL,Evanston
Rod Strickland,1940,FL,Jacksonville
Barry Sumpter,1965,IL,Brooklyn
Anthony Taylor,1965,CA,Los Angeles
Tom Tolbert,1965,CA,Long Beach
Kelvin Upshaw,1963,IL,Chicago
Micheal Williams,1945,WA,Seattle
Nick Anderson,1968,IL,Chicago
Michael Ansley,1967,AL,Birmingham
Dana Barros,1967,MA,Boston
Kenny Battle,1964,IL,Aurora
Winston Bennett,1965,KY,Louisville
Mookie Blaylock,1967,TX,Garland
Chucky Brown,1968,NY,New York
Raymond Brown,1965,GA,Atlanta
Stanley Brundy,1967,LA,New Orleans
Adrian Caldwell,1966,TX,Falls County
Lanard Copeland,1965,GA,Atlanta
Terry Davis,1967,VA,Danville
Byron Dinkins,1967,NC,Charlotte
Sherman Douglas,1966,DC,Washington
Terry Dozier,1966,MD,Baltimore
Blue Edwards,1965,DC,Washington
Jay Edwards,1955,WA,Seattle
Sean Elliott,1968,AZ,Tucson
Pervis Ellison,1967,GA,Savannah
Derrick Gervin,1963,MI,Detroit
Greg Grant,1966,NJ,Trenton
Scott Haffner,1966,IN,Terre Haute
Tom Hammonds,1967,FL,Fort Walton
Tim Hardaway,1966,IL,Chicago
Mike Higgins,1967,NE,Grand Island
Ed Horton,1967,IL,Springfield
Byron Irvin,1966,IL,LaGrange
Jaren Jackson,1967,LA,New Orleans
Eric Johnson,1966,NY,Brooklyn
Nate Johnston,1966,AL,Birmingham
Shawn Kemp,1969,IN,Elkhart
Stan Kimbrough,1966,AL,Tuscaloosa
Stacey King,1967,OK,Lawton
Frank Kornet,1967,KY,Lexington
Jeff Lebo,1966,PA,Carlisle
Tim Legler,1966,DC,Washington
Gary Leonard,1967,IL,Belleville
Clifford Lett,1965,FL,Pensacola
Todd Lichti,1967,CA,Walnut Creek
Roy Marble,1966,MI,Flint
Jeff Martin,1967,AR,Cherry Valley
Anthony Mason,1966,FL,Miami
Bob McCann,1964,NJ,Morristown
Mel McCants,1967,IL,Chicago
George McCloud,1967,FL,Daytona Beach
Carlton McKinney,1964,CA,San Diego
Scott Meents,1964,IL,Kankakee
Sam Mitchell,1963,GA,Columbus
Mike Morrison,1967,DC,Washington
John Morton,1967,NY,Bronx
Dyron Nix,1967,MS,Meridian
Kenny Payne,1966,MS,Laurel
Brian Quinnett,1966,WA,Pullman
Glen Rice,1967,AR,Jacksonville
Clifford Robinson,1960,CA,Oakland
David Robinson*,1965,FL,Key West
Doug Roth,1967,TN,Knoxville
Donald Royal,1966,LA,New Orleans
Delaney Rudd,1962,NC,Halifax
Jeff Sanders,1966,GA,Augusta
Dexter Shouse,1963,IN,Terre Haute
Michael Smith,1965,NY,Rochester
Jay Taylor,1967,IL,Aurora
Leonard Taylor,1966,CA,Los Angeles
Doug West,1967,PA,Altoona
Randy White,1967,LA,Shreveport
Mike Williams,1945,WA,Seattle
Haywoode Workman,1966,NC,Charlotte
Keith Askins,1967,AL,Athens
Cedric Ball,1968,MA,Worcester
Lance Blanks,1966,TX,Del Rio
Anthony Bonner,1968,MO,St. Louis
Dee Brown,1968,FL,Jacksonville
Jud Buechler,1968,CA,San Diego
Matt Bullard,1967,IA,Des Moines
Willie Burton,1968,MI,Detroit
Rick Calloway,1966,OH,Cincinnati
Elden Campbell,1968,CA,Los Angeles
Duane Causwell,1968,NY,Queens Village
Richard Coffey,1965,NC,Aurora
Derrick Coleman,1967,AL,Mobile
Bimbo Coles,1968,VA,Covington
Anthony Cook,1967,CA,Los Angeles
Tony Dawson,1967,NC,Kinston
Mario Elie,1963,NY,New York
Danny Ferry,1966,MD,Hyattsville
Greg Foster,1968,CA,Oakland
Tate George,1968,NJ,Newark
Kendall Gill,1968,IL,Chicago
Gerald Glass,1967,MS,Greenwood
Dan Godfread,1967,IN,Fort Wayne
Jim Grandholm,1960,IN,Elkhart
Tony Harris,1967,LA,Monroe
Steve Henson,1968,KS,Junction City
Sean Higgins,1968,CA,Los Angeles
Tyrone Hill,1968,OH,Cincinnati
Dave Jamerson,1967,WV,Clarksburg
Henry James,1965,AL,Centreville
Les Jepsen,1967,ND,Bowbells
Alec Kessler,1967,MN,Minneapolis
Bo Kimble,1966,PA,Philadelphia
Negele Knight,1967,MI,Detroit
Kurk Lee,1967,MD,Baltimore
Marcus Liberty,1968,IL,Chicago
Tony Massenburg,1967,VA,Sussex
Travis Mays,1968,FL,Ocala
Terry Mills,1967,MI,Romulus
Chris Munk,1967,CA,San Francisco
Jerrod Mustaf,1969,NC,Whiteville
Dan O'Sullivan,1968,NY,Bronx
Alan Ogg,1967,OH,Lancaster
Brian Oliver,1968,IL,Chicago
Walter Palmer,1968,NY,Ithaca
Gary Payton*,1968,CA,Oakland
Kevin Pritchard,1967,IN,Bloomington
Larry Robinson,1968,LA,Bossier City
Steve Scheffler,1967,MI,Grand Rapids
Dwayne Schintzius,1968,FL,Brandon
Dennis Scott,1968,MD,Hagerstown
Lionel Simmons,1968,PA,Philadelphia
Felton Spencer,1968,KY,Louisville
Irving Thomas,1966,NY,Brooklyn
Andy Toolson,1966,IL,Chicago
Loy Vaught,1968,MI,Grand Rapids
Jayson Williams,1968,SC,Ritter
Kenny Williams,1961,NY,New York
Scott Williams,1968,CA,Hacienda Heights
Kennard Winchester,1966,MD,Chestertown
Howard Wright,1947,KY,Louisville
Victor Alexander,1969,MI,Detroit
Kenny Anderson,1970,NY,Queens
Isaac Austin,1969,CA,Gridley
Steve Bardo,1968,KY,Henderson
David Benoit,1968,LA,Lafayette
Terrell Brandon,1970,OR,Portland
Kevin Brooks,1969,SC,Beaufort
Myron Brown,1969,PA,McKees Rocks
Randy Brown,1965,GA,Atlanta
Demetrius Calip,1969,MI,Flint
Pete Chilcutt,1968,SC,Sumter
Marty Conlon,1968,NY,Bronx
Tom Copa,1964,MN,Robbinsdale
Chris Corchiani,1968,FL,Coral Gables
Corey Crowder,1969,GA,Carrollton
Dale Davis,1969,GA,Toccoa
Bison Dele,1969,CA,Fresno
Patrick Eddie,1967,WI,Milwaukee
LeRon Ellis,1940,NY,Far Rockaway
Chris Gatling,1967,NJ,Elizabeth
Paul Graham,1967,PA,Philadelphia
Sean Green,1970,CA,Santa Monica
Donald Hodge,1969,DC,Washington
Brian Howard,1967,NC,Winston-Salem
Cedric Hunter,1965,TX,Wichita Falls
Mike Iuzzolino,1968,PA,Altoona
Rich King,1969,NE,Lincoln
Doug Lee,1964,IL,Washington
Kevin Lynch,1968,MN,Bloomington
Mark Macon,1969,MI,Saginaw
Tharon Mayes,1968,CT,New Haven
Rodney Monroe,1968,MD,Baltimore
Tracy Moore,1965,OK,Oklahoma City
Eric Murdock,1968,NJ,Somerville
Jimmy Oliver,1969,AR,Menifee
Billy Owens,1969,PA,Carlisle
Robert Pack,1969,LA,New Orleans
Elliot Perry,1969,TN,Memphis
Bobby Phills,1969,LA,Baton Rouge
Mark Randall,1967,MN,Edina
Stanley Roberts,1970,SC,Hopkins
LaBradford Smith,1958,MS,Rolling Fork
Steve Smith,1969,MI,Highland Park
Larry Stewart,1968,PA,Philadelphia
Derek Strong,1968,CA,Los Angeles
Lamont Strothers,1968,VA,Nansemond County
Greg Sutton,1967,CA,Santa Cruz
Carl Thomas,1969,OH,Dayton
Charles Thomas,1969,OH,Dayton
Stephen Thompson,1968,CA,Los Angeles
John Turner,1967,DC,Washington
Eric Anderson,1970,IL,Chicago
Anthony Avent,1969,NC,Rocky Mount
Jon Barry,1969,CA,Oakland
Tony Bennett,1969,WI,Green Bay
Alex Blackwell,1970,NJ,Toms River
Ricky Blanton,1966,FL,Miami
Walter Bond,1969,IL,Chicago
Doug Christie,1970,WA,Seattle
Duane Cooper,1969,MI,Benton Harbor
Joe Courtney,1969,MS,Jackson
John Crotty,1969,NJ,Orange
Lloyd Daniels,1967,NY,Brooklyn
Hubert Davis,1970,NC,Winston-Salem
Todd Day,1970,IL,Decatur
Pat Durham,1967,TX,Dallas
LaPhonso Ellis,1970,IL,East St. Louis
Matt Geiger,1969,MA,Salem
Litterial Green,1970,MS,Pascagoula
Tom Gugliotta,1969,NY,Huntington Station
Jay Guidinger,1969,WI,Milwaukee
Robert Horry,1970,AL,Andalusia
Byron Houston,1969,KS,Watonga
Stephen Howard,1970,TX,Dallas
Jim Jackson,1970,OH,Toledo
Keith Jennings,1968,VA,Culpepper
Dave Johnson,1970,LA,Morgan City
Thomas Jordan,1968,MD,Baltimore
Adam Keefe,1970,CA,Irvine
Christian Laettner,1969,NY,Angola
Sam Mack,1970,IL,Chicago
Marlon Maxey,1969,IL,Chicago
Lee Mayberry,1970,OK,Tulsa
Oliver Miller,1970,TX,Fort Worth
Harold Miner,1971,CA,Inglewood
Isaiah Morris,1969,VA,Richmond
Alonzo Mourning*,1970,VA,Chesapeake
Melvin Newbern,1967,OH,Toledo
Shaquille O'Neal*,1972,NJ,Newark
Matt Othick,1969,NM,Clovis
Doug Overton,1969,PA,Philadelphia
Anthony Peeler,1969,MO,Kansas City
Brent Price,1968,OK,Shawnee
Anthony Pullard,1966,LA,DeQuincy
Sean Rooks,1969,NY,New York
Malik Sealy,1970,NY,Bronx
Chris Smith,1965,CT,Bridgeport
Reggie Smith,1970,CA,San Jose
Andre Spencer,1964,CA,Stockton
Latrell Sprewell,1970,WI,Milwaukee
Barry Stevens,1963,MI,Flint
Bryant Stith,1970,VA,Emporia
Clarence Weatherspoon,1970,MS,Crawford
Marcus Webb,1970,AL,Montgomery
Robert Werdann,1970,NY,Sunnyside
Corey Williams,1970,GA,Twiggs
Lorenzo Williams,1969,FL,Ocala
Randy Woods,1970,PA,Philadelphia
Gary Alexander,1969,FL,Jacksonville
Vin Baker,1971,FL,Lake Wales
Corie Blount,1969,CA,Monrovia
Evers Burns,1971,MD,Baltimore
Scott Burrell,1971,CT,New Haven
Mitchell Butler,1946,TN,Memphis
Sam Cassell,1969,MD,Baltimore
Calbert Cheaney,1971,IN,Evansville
Michael Curry,1968,AL,Anniston
Antonio Davis,1968,CA,Oakland
Brian Davis,1955,PA,Monaca
Terry Dehere,1971,NY,New York
Dell Demps,1970,CA,Long Beach
Acie Earl,1970,IL,Peoria
Bill Edwards,1971,OH,Middletown
Doug Edwards,1971,FL,Miami
Harold Ellis,1970,GA,Atlanta
Alphonso Ford,1971,MS,Greenwood
Chad Gallagher,1969,IL,Rockford
Ricky Grace,1967,TX,Dallas
Greg Graham,1970,IN,Indianapolis
Josh Grant,1967,UT,Salt Lake City
Anfernee Hardaway,1971,TN,Memphis
Antonio Harvey,1970,MS,Pascagoula
Scott Haskin,1970,CA,Riverside
Skeeter Henry,1967,TX,Dallas
Allan Houston,1971,KY,Louisville
Lindsey Hunter,1970,MS,Utica
Bobby Hurley,1971,NJ,Jersey City
Stanley Jackson,1970,AL,Tuskegee
Chris Jent,1970,CA,Orange
Ervin Johnson,1966,NY,Brooklyn
Popeye Jones,1970,TN,Dresden
Adonis Jordan,1970,NY,Brooklyn
Reggie Jordan,1968,IL,Chicago
Warren Kidd,1970,AL,Harpersville
Chris King,1969,NC,Newton Grove
George Lynch,1970,VA,Roanoke
Malcolm Mackey,1970,TN,Chattanooga
Bob Martin,1969,MN,Minneapolis
Jamal Mashburn,1972,NY,New York
Darnell Mee,1971,TN,Cleveland
Chris Mills,1970,CA,Los Angeles
Darren Morningstar,1969,WA,Stevenson
Bo Outlaw,1971,TX,San Antonio
Mike Peplowski,1970,MI,Detroit
Eric Riley,1970,OH,Cleveland
Rodney Rogers,1971,NC,Durham
Kevin Thompson,1971,NC,Winston-Salem
Keith Tower,1970,MT,Libby
Rex Walters,1970,NE,Omaha
Chris Webber,1973,MI,Detroit
Matt Wenstrom,1970,MN,Minneapolis
David Wesley,1970,TX,San Antonio
Chris Whitney,1971,KY,Hopkinsville
Aaron Williams,1971,IL,Evanston
Luther Wright,1971,NJ,Jersey City
Derrick Alston,1972,NY,Bronx
Darrell Armstrong,1968,NC,Gastonia
Elmer Bennett,1970,IL,Evanston
James Blackwell,1968,NY,Mount Kisco
Tim Breaux,1970,LA,Baton Rouge
Chris Childs,1967,CA,Bakersfield
Bill Curley,1972,MA,Boston
Tony Dumas,1972,IL,Chicago
Howard Eisley,1972,MI,Detroit
Matt Fish,1969,IA,Washington
Brian Grant,1972,OH,Columbus
Darrin Hancock,1971,AL,Birmingham
Jerome Harmon,1969,IN,Gary
Grant Hill,1972,TX,Dallas
Tom Hovasse,1967,CO,Durango
Juwan Howard,1973,IL,Chicago
Askia Jones,1971,PA,Philadelphia
Jason Kidd,1973,CA,San Francisco
Antonio Lang,1966,AR,Pine Bluff
Ryan Lorthridge,1972,TN,Nashville
Donyell Marshall,1973,PA,Reading
Jim McIlvaine,1972,WI,Racine
Aaron McKie,1972,PA,Philadelphia
Anthony Miller,1971,MI,Benton Harbor
Greg Minor,1971,GA,Sandersville
Eric Mobley,1970,NY,Bronx
Eric Montross,1971,IN,Indianapolis
Dwayne Morton,1971,KY,Louisville
Lamond Murray,1973,CA,Pasadena
Ivano Newbill,1970,MO,Sedalia
Wesley Person,1971,AL,Crenshaw
Derrick Phelps,1972,NY,Queens
Eric Piatkowski,1970,OH,Steubenville
Eldridge Recasner,1967,LA,New Orleans
Khalid Reeves,1972,NY,Queens
Glenn Robinson,1973,IN,Gary
Carlos Rogers,1971,MI,Detroit
Jalen Rose,1973,MI,Detroit
Clifford Rozier,1972,FL,Bradenton
Trevor Ruffin,1970,NY,Buffalo
Dickey Simpkins,1972,MD,Fort Washington
Reggie Slater,1970,TX,Houston
Mark Strickland,1970,GA,Atlanta
Aaron Swinson,1971,GA,Brunswick
Brooks Thompson,1970,TX,Dallas
Anthony Tucker,1969,DC,Washington
Fred Vinson,1971,NC,Murfreesboro
Charlie Ward,1970,GA,Thomasville
Jamie Watson,1972,NC,Elm City
Monty Williams,1971,VA,Fredericksburg
Dontonio Wingfield,1974,GA,Albany
Sharone Wright,1973,GA,Macon
Cory Alexander,1973,VA,Waynesboro
Jerome Allen,1973,PA,Philadelphia
John Amaechi,1970,MA,Boston
Ashraf Amaya,1971,IL,Oak Park
Brent Barry,1971,NY,Hempstead
Corey Beck,1971,TN,Memphis
Mario Bennett,1973,TX,Denton
Travis Best,1972,MA,Springfield
Melvin Booker,1972,MS,Pascagoula
Donnie Boyce,1973,IL,Chicago
Marques Bragg,1970,NJ,East Orange
Junior Burrough,1973,NC,Charlotte
Jason Caffey,1973,AL,Mobile
Chris Carr,1974,MO,Ironton
Randolph Childress,1972,DC,Washington
Robert Churchwell,1972,IN,South Bend
John Coker,1971,WA,Richland
Andrew DeClercq,1973,MI,Detroit
Michael Finley,1973,IL,Melrose Park
Sherell Ford,1972,LA,Baton Rouge
Kevin Garnett,1976,SC,Mauldin
Anthony Goldwire,1971,FL,West Palm Beach
Thomas Hamilton,1975,IL,Chicago
Alvin Heggs,1967,FL,Jacksonville
Alan Henderson,1972,IN,Indianapolis
Fred Hoiberg,1972,NE,Lincoln
Darryl Johnson,1970,LA,Morgan City
Frankie King,1972,GA,Baxley
Jimmy King,1941,OK,Tulsa
Voshon Lenard,1973,MI,Detroit
Cedric Lewis,1969,DC,Washington
Martin Lewis,1975,KS,Liberal
Rich Manning,1970,WA,Tacoma
Donny Marshall,1973,PA,Reading
Cuonzo Martin,1971,MO,St. Louis
Clint McDaniel,1972,OK,Tulsa
Antonio McDyess,1974,MS,Quitman
Loren Meyer,1972,IA,Emmetsburg
Lawrence Moten,1972,DC,Washington
Todd Mundt,1970,IA,Iowa City
Howard Nathan,1972,IL,Peoria
Greg Ostertag,1973,TX,Dallas
Theo Ratliff,1973,AL,Demopolis
Bryant Reeves,1973,AR,Fort Smith
Don Reid,1973,DC,Washington
Terrence Rencher,1973,NY,Bronx
Shawn Respert,1972,MI,Detroit
Lou Roe,1972,NJ,Atlantic City
Joe Smith,1944,MS,Columbus
Eric Snow,1973,OH,Canton
Jerry Stackhouse,1974,NC,Kinston
Damon Stoudamire,1973,OR,Portland
Bob Sura,1973,PA,Wilkes-Barre
Larry Sykes,1973,OH,Toledo
Kurt Thomas,1972,TX,Dallas
Gary Trent,1974,OH,Columbus
Logan Vander,1971,WI,Valders
David Vaughn,1952,TN,Nashville
Rasheed Wallace,1974,PA,Philadelphia
Jeff Webster,1971,AR,Pine Bluff
Dwayne Whitfield,1972,MS,Aberdeen
Eric Williams,1972,NJ,Newark
Corliss Williamson,1970,GA,Twiggs
Shareef Abdur-Rahim,1976,GA,Marietta
Ray Allen,1965,FL,Milton
Shandon Anderson,1973,GA,Atlanta
Marcus Brown,1974,AR,West Memphis
Kobe Bryant,1978,PA,Philadelphia
Marcus Camby,1974,CT,Hartford
Jimmy Carruth,1969,TX,El Paso
Erick Dampier,1975,MS,Jackson
Ben Davis,1972,FL,Vero Beach
Emanual Davis,1968,PA,Philadelphia
Tony Delk,1974,TN,Covington
Nate Driggers,1973,IL,Chicago
Brian Evans,1973,IL,Rockford
Jamie Feick,1974,OH,Lexington
Derek Fisher,1974,AR,Little Rock
Todd Fuller,1958,MI,Detroit
Dean Garrett,1966,CA,Los Angeles
Reggie Geary,1973,NJ,Trenton
Devin Gray,1972,MD,Baltimore
Darvin Ham,1973,MI,Saginaw
Steve Hamer,1973,TN,Memphis
Othella Harrington,1974,MS,Jackson
Michael Hawkins,1972,OH,Canton
Mark Hendrickson,1974,WA,Mount Vernon
Allen Iverson*,1975,VA,Hampton
Kerry Kittles,1974,OH,Dayton
Travis Knight,1974,UT,Salt Lake City
Priest Lauderdale,1973,IL,Chicago
Randy Livingston,1975,LA,New Orleans
Matt Maloney,1971,MD,Silver Spring
Stephon Marbury,1977,NY,Brooklyn
Walter McCarty,1974,IN,Evansville
Amal McCaskill,1973,IL,Maywood
Jeff McInnis,1974,NC,Charlotte
Ruben Nembhard,1972,NY,Bronx
Gaylon Nickerson,1969,AR,Osecola
Moochie Norris,1973,DC,Washington
Jermaine O'Neal,1978,SC,Columbia
Ray Owes,1972,CA,San Bernardino
Chris Robinson,1974,GA,Columbus
Roy Rogers,1971,NC,Durham
Malik Rose,1974,PA,Philadelphia
Kevin Salvadori,1970,WV,Wheeling
Jason Sasser,1974,TX,Denton
Brent Scott,1971,MI,Jackson
James Scott,1972,NJ,Paterson
Shawnelle Scott,1972,NY,New York
Stevin Smith,1969,MI,Highland Park
Matt Steigenga,1970,MI,Grand Rapids
Joe Stephens,1973,CA,Riverside
Erick Strickland,1973,AL,Opelika
Brett Szabo,1968,IA,Postville
Antoine Walker,1955,NY,Long Island City
Samaki Walker,1976,OH,Columbus
Ben Wallace,1974,AL,White Hall
John Wallace,1974,NY,Rochester
Donald Whiteside,1969,IL,Chicago
Jerome Williams,1973,DC,Washington
Lorenzen Wright,1945,NJ,Newark
Derek Anderson,1974,KY,Louisville
Drew Barry,1973,CA,Oakland
Tony Battie,1976,TX,Dallas
Chauncey Billups,1976,CO,Denver
Etdrick Bohannon,1973,CA,San Bernardino
Keith Booth,1974,MD,Baltimore
Rick Brunson,1972,NY,Syracuse
Kelvin Cato,1974,GA,Atlanta
Keith Closs,1976,CT,Hartford
James Collins,1973,FL,Jacksonville
James Cotton,1924,MT,Miles City
Chris Crawford,1975,MI,Kalamazoo
Austin Croshere,1975,CA,Los Angeles
William Cunningham,1974,GA,Augusta
Antonio Daniels,1975,OH,Columbus
Tony Farmer,1970,CA,Los Angeles
Danny Fortson,1976,PA,Philadelphia
Lawrence Funderburke,1970,OH,Columbus
Chris Garner,1975,TN,Memphis
Kiwane Garris,1974,IL,Chicago
Ed Gray,1975,CA,Riverside
Derek Grimm,1974,IL,Peoria
Reggie Hanson,1968,NC,Charlotte
Jerald Honeycutt,1974,LA,Shreveport
Troy Hudson,1976,IL,Carbondale
Bobby Jackson,1973,NC,East Spencer
Anthony Johnson,1932,CA,Los Angeles
Dontae' Jones,1975,TN,Nashville
Brevin Knight,1975,NJ,Livingston
Rusty LaRue,1973,NC,Winston-Salem
Jason Lawson,1974,PA,Philadelphia
Michael McDonald,1969,TX,Longview
Tracy McGrady,1979,FL,Bartow
Ron Mercer,1976,TN,Nashville
Jeff Nordgaard,1973,MN,Dawson
Kevin Ollie,1972,TX,Dallas
Anthony Parker,1975,IL,Naperville
Scot Pollard,1975,UT,Murray
Mark Pope,1972,NE,Omaha
Rodrick Rhodes,1973,NJ,Jersey City
Shea Seals,1975,OK,Tulsa
God Shammgod,1976,NY,New York
Ed Stokes,1971,NY,Syracuse
Johnny Taylor,1974,TN,Chattanooga
Maurice Taylor,1976,MI,Detroit
John Thomas,1948,GA,Canton
Tim Thomas,1977,NJ,Paterson
Jacque Vaughn,1975,CA,Los Angeles
Eric Washington,1974,MS,Pearl
Bubba Wells,1974,KY,Russellville
DeJuan Wheat,1973,KY,Louisville
Brandon Williams,1975,LA,Collinston
Travis Williams,1969,SC,Columbia
LaMark Baker,1969,OH,Dayton
Corey Benjamin,1978,CA,Compton
Mike Bibby,1978,NJ,Cherry Hill
Earl Boykins,1976,OH,Cleveland
Cory Carr,1975,AR,Fordyce
Vince Carter,1977,FL,Daytona Beach
Ricky Davis,1979,NV,Las Vegas
Michael Dickerson,1975,SC,Greenville
Michael Doleac,1977,TX,San Antonio
Bryce Drew,1974,LA,Baton Rouge
Marlon Garnett,1975,CA,Los Angeles
Pat Garrity,1976,NV,Las Vegas
Paul Grant,1974,PA,Pittsburgh
Matt Harpring,1976,OH,Cincinnati
Al Harrington,1980,NJ,Orange
Larry Hughes,1979,MO,St. Louis
Sam Jacobson,1975,MN,Cottage Grove
Jerome James,1975,FL,Tampa
Antawn Jamison,1976,LA,Shreveport
Damon Jones,1976,TX,Galveston
Jonathan Kerner,1974,GA,Atlanta
Gerard King,1928,WV,Charleston
Raef LaFrentz,1976,IA,Hampton
Rashard Lewis,1963,PA,Philadelphia
Tyronn Lue,1977,MO,Mexico
Kelly McCarty,1975,IL,Chicago
Roshown McLeod,1975,NJ,Jersey City
Brad Miller,1976,IN,Fort Wayne
Cuttino Mobley,1975,PA,Philadelphia
Nazr Mohammed,1977,IL,Chicago
Mikki Moore,1975,SC,Orangeburg
Andrae Patterson,1975,CA,Riverside
Ruben Patterson,1975,OH,Cleveland
Paul Pierce,1977,CA,Oakland
Casey Shaw,1975,OH,Lebanon
Jeffrey Sheppard,1974,GA,Marietta
Alvin Sims,1974,KY,Paris
Brian Skinner,1976,TX,Temple
Ryan Stack,1975,TN,Nashville
Robert Traylor,1977,MI,Detroit
Bonzi Wells,1976,IN,Muncie
Tyson Wheeler,1975,CT,New Britain
Jahidi White,1976,MO,St. Louis
Jason Williams,1968,SC,Ritter
Shammond Williams,1975,NY,Bronx
Trevor Winter,1974,MN,Slayton
Korleone Young,1978,KS,Wichita
Rafer Alston," Fresno""",NY,1976
Chucky Atkins,1974,FL,Orlando
William Avery,1979,GA,Augusta
Jonathan Bender,1981,MS,Picayune
Calvin Booth,1976,OH,Reynoldsburg
Cal Bowdler,1977,VA,Sharps
Ryan Bowen,1975,IA,Fort Madison
Ira Bowman,1973,NJ,Newark
Elton Brand,1979,NY,Cortlandt Manor
Greg Buckner,1976,KY,Hopkinsville
Rodney Buford,1977,WI,Milwaukee
Anthony Carter,1975,WI,Milwaukee
John Celestand,1977,TX,Houston
Vonteego Cummings,1976,GA,Thomson
Derrick Dial,1975,MI,Detroit
Evan Eschmeyer,1975,OH,New Knoxville
Jeff Foster,1977,TX,San Antonio
Steve Francis,1977,MD,Silver Spring
Devean George,1977,MN,Minneapolis
Dion Glover,1978,GA,Marietta
Adrian Griffin,1974,KS,Wichita
Richard Hamilton,1978,PA,Coatesville
Derek Hood,1976,MO,Kansas City
Rick Hughes,1962,IL,Chicago
Jermaine Jackson,1976,MI,Detroit
Tim James,1976,FL,Miami
Harold Jamison,1976,SC,Orangeburg
DeMarco Johnson,1954,CA,San Pedro
Jumaine Jones,1979,FL,Cocoa
Lari Ketner,1977,PA,Philadelphia
Trajan Langdon,1976,CA,Palo Alto
Quincy Lewis,1977,AR,Little Rock
Corey Maggette,1979,IL,Melrose Park
Andre Miller,1971,MI,Benton Harbor
Lamar Odom,1979,NY,Jamaica
Scott Padgett,1976,KY,Louisville
Milt Palacio,1978,CA,Los Angeles
James Posey,1977,OH,Cleveland
Laron Profit,1977,SC,Charleston
Ryan Robertson,1976,OK,Lawton
Eddie Robinson,1976,MI,Flint
Michael Ruffin,1977,CO,Denver
Wally Szczerbiak,1949,PA,Pittsburgh
Jason Terry,1977,WA,Seattle
Jamel Thomas,1973,NY,Brooklyn
Kenny Thomas,1977,GA,Atlanta
Wayne Turner,1976,MA,Boston
Dedric Willoughby,1974,LA,New Orleans
Tim Young,1976,CA,Santa Cruz
Courtney Alexander,1973,VA,Waynesboro
Erick Barkley,1978,NY,Queens
Mark Blount,1975,NY,Dobbs Ferry
Brian Cardinal,1977,IL,Tolono
Mateen Cleaves,1977,MI,Flint
Jason Collier,1973,FL,Jacksonville
Sean Colson,1975,PA,Philadelphia
Jamal Crawford,1980,WA,Seattle
Keyon Dooling,1980,FL,Ft. Lauderdale
Khalid El-Amin,1979,MN,Minneapolis
Marcus Fizer,1978,MI,Detroit
Eddie Gill,1978,CO,Aurora
Steve Goodrich,1976,PA,Philadelphia
Zendon Hamilton,1975,NY,Floral Park
Jason Hart,1978,CA,Los Angeles
Donnell Harvey,1980,GA,Shellman
Eddie House,1978,CA,Berkeley
Marc Jackson,1965,NY,Brooklyn
Stephen Jackson,1970,AL,Tuskegee
DerMarr Johnson,1954,CA,San Pedro
Dan Langhi,1977,IL,Chicago
Art Long,1972,NY,Rochester
Mark Madsen,1976,CA,Walnut Creek
Kenyon Martin,1977,MI,Saginaw
Desmond Mason,1977,TX,Waxahachie
Dan McClintock,1977,CA,Fountain Valley
Paul McPherson,1978,IL,Chicago
Chris Mihm,1979,WI,Milwaukee
Darius Miles,1981,IL,Belleville
Mike Miller,1980,SD,Mitchell
Lee Nailon,1975,IN,South Bend
Ira Newble,1975,MI,Southfield
Andy Panko,1977,PA,Harrisburg
Mike Penberthy,1974,CA,Los Gatos
Morris Peterson,1977,MI,Flint
Chris Porter,1978,AL,Abbeville
Lavor Postell,1978,GA,Albany
Joel Przybilla,1979,MN,Monticello
Michael Redd,1979,OH,Columbus
Quentin Richardson,1980,IL,Chicago
Daniel Santiago,1976,TX,Lubbock
Jabari Smith,1977,GA,Atlanta
Mike Smith,1965,NY,Rochester
DeShawn Stevenson,1981,CA,Fresno
Stromile Swift,1979,LA,Shreveport
Jake Tsakalidis,1979,GA,Rustavi
David Vanterpool,1973,FL,Daytona Beach
Jake Voskuhl,1977,OK,Tulsa
Malik Allen,1978,NJ,Willingboro
Chris Andersen,1978,CA,Long Beach
Gilbert Arenas,1982,CA,Los Angeles
Brandon Armstrong,1980,CA,San Francisco
Shane Battier,1978,MI,Birmingham
Charlie Bell,1979,MI,Flint
Michael Bradley,1979,MA,Worcester
Jamison Brewer,1980,GA,East Point
Damone Brown,1923,CA,Eureka
Ernest Brown,1979,NY,Bronx
Kedrick Brown,1981,LA,Zachary
Kwame Brown,1982,SC,Charleston
Tierre Brown,1979,LA,Iowa
Tyson Chandler,1982,CA,Hanford
Speedy Claxton,1978,NY,Queens
Jarron Collins,1973,FL,Jacksonville
Jason Collins,1973,FL,Jacksonville
Joe Crispin,1979,NJ,Pitman
Eddy Curry,1982,IL,Harvey
Maurice Evans,1978,KS,Wichita
Isaac Fontaine,1975,CA,Sacramento
Alton Ford,1971,MS,Greenwood
